,Market Name,Address Line 1,City,Zip,Contact,State,Phone,Market Link,Operation Hours,Operation Season,Operating Months,FMNP,SNAP,FCC Issued,FCC Accepted,Latitude,Longitude
352,Syracuse Farm Fresh Mobile Market,500 West Newell Street,Syracuse,13205.0,Diane Turner,NY,3153450600,https://ssinterfaithcdc.org/projects/farm-fresh-mobile-market/,"Contact market for locations & times, 315-345-0600",Year-round,YR,Y,Y,N,Y,43.016878000000005,-76.15371400000001
353,Ithaca Farmers' Market (Steamboat Sun),545 Third Street,Ithaca,14850.0,Kelly Sauve,NY,6072737109,http://www.ithacamarket.com,Sunday  10am-3pm,April 5-December 22,P/M/X,Y,N,N,Y,42.44958,-76.50782
354,Veggie Mobile Sprout-Mechanicville Sr Center,178 North Main Street,Mechanicville,12118.0,Audrey Bridge,NY,5182748685,http://www.capitalroots.org,Fri 2pm-2:45pm,Year-round,YR,Y,Y,Y,Y,42.90829,-73.68374
355,Curbside Market-Carriage Factory Apts,33 Litchfield Street,Rochester,14608.0,Andrea Cuzenz,NY,5854134069,http://www.foodlinkny.org,Tue 2:30pm-3:45pm,July 7-December 15,M/X,Y,Y,N,Y,43.15396,-77.62575
356,Roberts Farm Market,11170 Maple Ridge Rd.,Medina,14103.0,Margaret Roberts,NY,7165601200,http://www.robertsfarmmarket.com,"Mon-Sat 8am-6pm, Jan-Mar: Tue-Sat 9a-5p",Year-round,YR,Y,N,N,Y,43.206790000000005,-78.40098
357,Bolton Landing Farmers' Market,5 Cross Street,Bolton,12814.0,Penelope Jewell,NY,5184809118,http://www.boltonlandingfarmersmarket.com,Friday  9am-2pm,June 26-September 4,M,Y,N,N,Y,43.55744,-73.65727
358,Plunkett Farms Farm Stand,2180 Tower Road,Cortland,13045.0,John and Carla Plunkett,NY,6077530001,,Daily 9am-5pm,July 1-October 31,M,Y,N,N,Y,42.55495,-76.13123
359,Kauneonga Lake Farmers' Market,3594 State Route 55,Kauneonga Lake,12749.0,Chris Cunningham,NY,8455834350,http://www.kauneongalakefarmersmarket.org,Saturday  10am-1pm,June 27-September 5,M,Y,N,N,Y,41.68587,-74.83131999999999
360,Fredonia Farmers' Market,11 Church St,Fredonia,14063.0,Thomas Degolier,NY,7166802104,http://www.facebook.com/FredoniaFarmersMarket,Saturday  9am-1pm,May 16-October 31,P/M,Y,Y,N,Y,42.44064,-79.33235
361,Debrucque's Produce Stand,3392 Seneca Turnpike,Canastota,13032.0,Gary J. Debrucque,NY,3153801015,,"Mon-Fri  10am-5pm, Sat/Sun  9am-3pm",June 1-October 31,M,Y,N,N,Y,43.06975,-75.75169
362,La Familia Verde Farmers' Market,East Tremont Ave and Arthur Ave,Bronx,10457.0,Aleyna Rodriguez,NY,7185831765,http://www.lafamiliaverde.org,Tuesday  8am-2pm,July 7-November 17,M,Y,N,N,Y,40.84643,-73.89334000000001
363,Seeds in the Middle Farm Stand-Flatbush,2500 Nostrand Ave,Brooklyn,11210.0,Nancie Katz,NY,9176973745,http://seedsinthemiddle.org,Thursday 1pm-7pm,Year-round,M,Y,N,N,Y,40.62378,-73.94632
364,Canton Friday Farmers' Market,Village Green Park  Main St.,Canton,13617.0,Elizabeth Parson,NY,3156048133,https://www.facebook.com/CantonNYFarmersMarket/,Friday 9am-2pm,May 8-October 30,P/M,Y,N,N,Y,33.77796,-117.94103999999999
365,Curbside Market-Keeler Apts,501 Seneca Manor Dr.,Rochester,14621.0,Andrea Cuzenz,NY,5854134069,http://www.foodlinkny.org,Wed 2:15pm-3:45pm,July 8-December 16,M/X,Y,Y,N,Y,43.19395,-77.60168
366,Whitten Family Farm Stand,1101 County Road 49,Winthrop,13697.0,Cherie Whitten,NY,3153595112,http://www.whittenfamilyfarm.com,"Monday  3pm-7pm, Tuesday  8am-1pm",July 20-November 24,M,Y,Y,N,Y,44.75203,-74.752
367,Veggie Mobile Sprout-Barker Park,3rd and State St.,Troy,12180.0,Audrey Bridge,NY,5182748685,http://www.capitalroots.org,Tue 11:30am-12pm,Year-round,YR,Y,Y,Y,Y,42.730059999999995,-73.69055
368,Dizzy Lizzie's Farm Farm Stand,3823 Sanderson Rd,Erieville,13061.0,Elizabeth Blackburn,NY,3156627565,http://www.dizzylizziesfarm.com,Tuesday 8:30am-11:30am,July-September,M,Y,N,N,Y,42.83934,-75.74399
369,New Lebanon Farmers' Market,516 NYS Route 20,New Lebanon,12125.0,Joshua Young,NY,9174881061,http://www.facebook.com/newlebanonfarmersmarket,Sunday  10am-2pm,June 2-October 27,M,Y,Y,N,Y,42.46715,-73.3917
370,Curbside Market-Towpath Manor (Palmyra),200 Canal St,Palmyra,14522.0,Andrea Cuzenz,NY,5854134069,http://www.foodlinkny.org,Tue 3:15pm-4:15pm,July 7-December 15,M/X,Y,Y,N,Y,43.06538,-77.23119
371,Clinton Bailey Mon Farmers' Market,Bailey Ave and Clinton St,Buffalo,14206.0,Sharon Baldi,NY,7162080003,http://www.clintonbaileymarket.com,Monday 7am-6pm,May 2-October 31,P/M,N,Y,N,Y,42.87206,-78.81997
372,Wormont Woolies Farm Stand,8998 Summit Rd.,Cassville,13318.0,Katherine Worden,NY,3157251716,https://wormontwoolies.square.site/,Daily 2pm-5pm,Year-round,YR,Y,N,N,Y,42.95876,-75.29666999999999
373,Far Rock Farm Stand,385 Beach 45th Street,Far Rockaway,11691.0,Jenae Joseph,NY,7187733551,http://tcahnyc.org,Saturday  10am-2pm,July 6-November 21,M,Y,Y,N,Y,40.595287,-73.776572
374,Harvest Home East Harlem Farmers' Market,East 104th St and Third Ave,New York,10029.0,Maritza Owens,NY,2128283361,http://www.harvesthomefm.org,Thursday  8am-4pm,July 9-November 19,M,Y,Y,N,Y,40.790240000000004,-73.94564
375,North Tonawanda City Thurs Farmers' Market,310 Robinson Road,North Tonawanda,14120.0,Matt Parrish,NY,7166958555,http://www.northtonawanda.org/Departments/City%20Market.htm,Thursday  7am-1pm,Year-round,YR,Y,Y,N,Y,43.033770000000004,-78.87021
376,Canal Village Farmers' Market,127 W Center St.,Medina,14103.0,Gail Miller,NY,5857983904,http://www.facebook.com/Canal-Village-Farmers-Market-1628793180740256,Sat  9am-2pm,Year-round,YR,Y,Y,Y,Y,43.220217,-78.38851
377,MAP Mobile Market-Neighboorhood Health Center NW,155 Lawn Ave,Buffalo,14207.0,Danielle Rovillo,NY,7168825327,http://www.mass-ave.org,Wednesday 11am-1pm,August 1-Novmeber 1,M,Y,Y,N,Y,42.9506,-78.8895
378,Fort Edward Farmers' Market,359 Broadway,Fort Edward,12828.0,Linda Gifford,NY,5187920198,,Friday  10am-1pm,June 26-October 30,M,Y,N,N,Y,43.28393,-73.58721
379,Little Falls Farmers' & Flea Market,Albany Street and 2nd Street,Little Falls,13365.0,Mary Davis,NY,3158662619,,Saturday  8am-12pm,May 23-October 31,P/M,Y,N,N,Y,43.042840000000005,-74.85828000000001
380,Parry's Hardware WINTER Farmers' Market,100 Utica Street,Hamilton,13346.0,Gwenn Werner,NY,3158240002,http://www.parryshamilton.com,2nd Sat  10am-1pm,November-April,M/X/W/P,N,N,N,Y,42.832844,-75.548027
381,Bushwick Maria Hernandez Pk Farmers' Market,Knickerbocker Avenue,Brooklyn,11206.0,Novelette Scott,NY,7188210254,http://www.riseboro.org,Saturday  9am-3pm,May 16-November 28,P/M,Y,Y,N,Y,40.70257,-73.92497
382,Sullivan Fresh Market on the Move-Wurtsboro,134 Sullivan St,Wurtsboro,12790.0,Michelle Proscia,NY,8452926180,http://www.sullivancce.org,Thursday 10:30am-12:30pm,July 2-October 1,M,Y,Y,N,Y,41.57636,-74.48583
383,79th Street Greenmarket,West 79th St and Columbus Ave,New York,10024.0,Siobahn Keys,NY,2127887476,http://www.grownyc.org/greenmarket/manhattan/79th-street,Sunday  9am-4pm,Year-Round,YR,Y,Y,N,Y,40.78195,-73.97548
384,Genesee Country Friday Farmers' Market,Bank St and Alva Place,Batavia,14020.0,Sharon Brent,NY,7165600853,,Friday  9am-5pm,June 5-October 30,M,Y,Y,N,Y,42.99905,-78.18151
385,JCEO MM-Alice Center,45 6th St,Malone,12953.0,Richard LaVigne,NY,5183194028,http://www.jceo.org,Wednesday 10am-11am,June 10-October 14,M,Y,Y,N,Y,44.860170000000004,-74.29201
386,Roosevelt Community Farm Stand,380 Nassau Rd.,Roosevelt,11575.0,Jacob Dixon,NY,5165442955,http://www.choiceforall.org,Saturday  11am-4pm,September 5-October 24,M,Y,Y,N,Y,40.68172,-73.59132
387,Bay Ridge Greenmarket,Third Ave and 95th St,Brooklyn,11209.0,Siobahn Keys,NY,2127887476,http://www.grownyc.org/greenmarket,Saturday  8am-3pm,May 2-November 21,P/M,Y,Y,N,Y,40.61724,-74.03362
388,Village of Fairport Farmers' Market,58 South Main St,Fairport,14450.0,Fritz May,NY,5852236795,http://www.fairportny.com,Saturday  7am-12pm,May 2-November 21,P/M,Y,N,N,Y,43.099920000000004,-77.44214000000001
389,Oneonta Farmers' Market,205 Main Street,Oneonta,13820.0,Meg Kennedy,NY,6072938128,http://www.oneontafarmersmarket.org,Saturday  9am-1pm,May 2-October 31,P/M,Y,N,N,Y,42.45417,-75.06173000000001
390,Central NY Thursday Regional Market Authority,2100 Park Street,Syracuse,13208.0,Amanda Vitale,NY,3154228647,http://www.cnyrma.com,Thursday 7am-2pm,May-November,P/M,Y,Y,Y,Y,43.07269,-76.16835
391,Veggie Mobile Sprout-Robert Whalen,305 Colonie Street,Albany,12210.0,Audrey Bridge,NY,5182748685,http://www.capitalroots.org,Wed 11:15am-12pm,Year-round,YR,Y,Y,Y,Y,42.66338,-73.75595
392,Hyde Park Farmers' Market,4390 Route 9,Hyde Park,12538.0,Dot Chenevert,NY,8452299336,http://www.hydeparkfarmersmarket.org,Saturday  9am-2pm,June 6-October 31,M,Y,N,N,Y,41.7913,-73.93615
393,Harvest Home Brower Park Farm Stand,Prospect Place and Brooklyn Ave.,Brooklyn,11213.0,Maritza Owens,NY,2128283361,http://www.harvesthomefm.org,Thursday  8am-3pm,June 4-November 19,M,Y,Y,N,Y,40.674,-73.94454
394,Edgemere Farm Stand,385 Beach 45th Street,Queens,11691.0,Michael Repasch-Nieves,NY,3477547336,http://www.edgemerefarm.org,Fri/Sat 10am-3pm,June 5-November 28,P/M,Y,N,N,Y,40.59536,-73.77654
395,Union Square Saturday Greenmarket,Broadway and East 17th St,New York,10003.0,Siobahn Keys,NY,2127887476,https://www.grownyc.org/greenmarket,Saturday  8am-6pm,Year-round,YR,Y,Y,N,Y,40.7371,-73.99032
396,Project EATS Essex Crossing Farm Stand,125 Delancey St,New York,10002.0,Shevan Durant,NY,2126121528,,Sat/Sun 10:30am-6pm,August 8-November 21,P/M,Y,Y,N,Y,40.71818,-73.98756999999999
397,McCarren Park Greenmarket,N 12th Street and Driggs Ave,Brooklyn,11222.0,Siobahn Keys,NY,2127887476,http://www.grownyc.org/greenmarket/brooklyn/greenpoint-sa,Saturday  8am-2pm,Year-round,YR,Y,Y,N,Y,40.720459999999996,-73.95269
398,Ridgewood GrowNYC Farm Stand,Myrtle Ave and Cypress Ave,Ridgewood,11385.0,Siobahn Keys,NY,2127887476,https://www.grownyc.org/farmstands,Saturday  8:30am-3pm,July 20-November 20,M,Y,Y,N,Y,40.700109999999995,-73.90619000000001
399,Veggie Mobile-Schenectady Day Nursery,25 Lafayette St,Schenectady,12307.0,Audrey Bridge,NY,5182748685,http://www.captialroots.org,Monday 4pm-4:45pm,Year-round,YR,Y,Y,Y,Y,42.81479,-73.93633
400,Kirby Farm Hemlock Grove Farm Stand,25 Kinne Lane,Middletown,10940.0,Charles F. Kirby,NY,8453552718,,Daily 8am-6pm,Year-round,YR,Y,N,N,Y,41.404790000000006,-74.50332
401,Lowville Farmers' Market,5485 Bostwick Street,Lowville,13367.0,Rhonda Farney,NY,3153466759,http://www.facebook.com/lowvillefarmandcraftmarket/,Saturday  8am-2pm,June 6-October 31,M,Y,N,N,Y,43.79484,-75.48769
402,South Dayton Farmers' Market,Rt 322 and Park st.,South Dayton,14138.0,Linda Dewey,NY,7166729004,http://www.facebook.com/pages/South-Dayton-Farmers-Market/1662449950658252,Saturday  9am-3pm,June 6-October 24,M,Y,N,N,Y,42.3609,-79.04925
403,Schwab Farm Stand,9035 Rochester Rd,Gasport,14067.0,Sharon Brent,NY,7165600853,http://www.schwabsfarm.com,"Mon-Fri  8am-7pm, Sat/Sun  9am-5pm",Year-round,YR,Y,Y,N,Y,43.20425,-78.52308000000001
404,Circle G Farm Farm Stand,705 County Route 7,Hammond,13646.0,George Blatchley,NY,3155782419,,Sunday 1pm-5pm,June 28-September 27,M,Y,N,N,Y,44.47353,-75.55463
405,Veggie Mobile Sprout-Lansingburgh Apts,41 114th Street,Troy,12182.0,Audrey Bridge,NY,5182748685,http://www.capitalroots.org,Wed 2:30pm-3:15pm,Year-round,YR,Y,Y,Y,Y,42.77223,-73.67258000000001
406,JCEO MM-Malone DSS,184 Finney Blvd,Malone,12953.0,Richard LaVigne,NY,5183194028,http://www.jceo.org,Friday  11:30am-2pm,June 12-October 16,M,Y,Y,N,Y,44.83873,-74.30102
407,Tucker Square Saturday Greenmarket,Columbus and West 66th St,New York,10023.0,Siobahn Keys,NY,2127887476,http://www.grownyc.org/greenmarket/manhattan/tuckerthursday,Saturday  8am-5pm,Year-round,YR,Y,Y,N,Y,40.77361,-73.98158000000001
408,Cunningham Park Farmers' Market,196-10 Union Turnpike,Fresh Meadows,11366.0,Miriam Haas,NY,9149234837,http://www.downtoearthmarkets.com,Sunday  9am-2pm,May 10-November 22,P/M,Y,Y,N,Y,40.73056,-73.77346
409,Emmi's Farm Market-Liverpool,1401 Buckley Road,Liverpool,13088.0,Anthony Emmi,NY,3156357529,http://www.emmifarms.com,"Mon-Sat 10am-6pm, Sunday 10am-6:30pm",July 5-September 4,M,Y,N,N,Y,43.13879,-76.17373
410,Veggie Mobile-Cohoes Senior Ctr,100 Cayuga Plaza,Cohoes,12047.0,Audrey Bridge,NY,5182748685,http://www.capitalroots.org,Wednesday 3pm-4pm,Year-round,YR,Y,Y,Y,Y,42.777120000000004,-73.70101
411,Carroll Gardens Greenmarket,Carroll St and Court St,Brooklyn,11231.0,Siobahn Keys,NY,2127887476,http://www.grownyc.org/greenmarket/brooklyn/carroll-gardens,Sunday  8am-2pm,Year-round,YR,Y,Y,N,Y,40.681059999999995,-73.99653
412,Queens County Farm Museum Farm Stand,73-50 Little Neck Parkway,Queens,11004.0,Anne Mastrogiacomo,NY,7183473276,http://www.queensfarm.org,Wed-Sun 11am-3pm,July 8-November 8,P/M,Y,Y,N,Y,40.74818,-73.72124000000001
413,Saranac Lake Village Farmers' Market,Corner of Main St. & Route 3,Saranac Lake,12983.0,Dan Rivera,NY,5185634777,http://www.ausablevalleygrangefarmersmarkets.com/,Saturday  9am-2pm,May 30-October 10,M,Y,Y,N,Y,44.32503,-74.13178
414,Brooklyn Borough Hall Tuesday Greenmarket,Court St and Montague St,Brooklyn,11201.0,Siobahn Keys,NY,2127887476,http://www.grownyc.org/greenmarket/brooklyn/boro-hall-sa,Tuesday  8am-4pm,Year-round,YR,Y,Y,N,Y,40.693740000000005,-73.99043
415,Fromer Market Gardens Farm Stand,6120 Main Street,Tannersville,12485.0,Becky Kempter,NY,9165993136,,Saturdays  9am-3pm,Year-round,YR,N,N,N,Y,42.19546,-74.13889
416,Ginegaw Farmers' Market,1980 Walworth Penfield Rd.,Walworth,14568.0,Jacqueline VanLare,NY,3159861400,http://www.townofwalworthny.gov,Tuesday  3pm-6pm,June 9-October 6,M,Y,N,N,Y,43.1391,-77.28549
417,Veggie Mobile-Howe Library,Schuyler St and Broad Street,Albany,12202.0,Audrey Bridge,NY,5182748685,http://www.capitalroots.org,Tue 3pm-3:45pm,Year-round,YR,Y,Y,Y,Y,42.64112,-73.75802
418,Westside Tilth Market Farm Stand,246 Normal Ave.,Buffalo,14213.0,Carrie Nader,NY,7163616591,http://www.westsidetilth.com,Sat 10am-2pm,July 4-October 31,M,Y,N,N,Y,42.90687,-78.88899
419,Curbside Market-Glenwood Gardens,41 Kestrel St,Rochester,14613.0,Andrea Cuzenz,NY,5854134069,http://www.foodlinkny.org,Sat  4pm-5:15pm,July 11-December 19,M/X,Y,Y,N,Y,43.175465,-77.644124
420,Dwarf Hollow Farm Stand,10312 State Route 53,Prattsburgh,14873.0,Cynthia Kolkmann,NY,6075223277,http://www.dwarfhollowfarmstad.com,Daily 10am-6pm,May 1-November 30,P/M,Y,N,N,Y,42.50169,-77.28544000000001
421,Clancy Farms Farm Stand,265 Heiser Road,Fort Plain,13339.0,David Clancy,NY,5189934806,http://www.facebook.com/clancyfarm,"Mo/Tu/We  10am-6pm, Saturday  1pm-6pm",June 22-October 31,M,Y,N,N,Y,42.91494,-74.62885
422,Jefferson Farmers' Market,221 Cremery St.,Jefferson,12093.0,Carol Bodnar,NY,6076522107,http://www.facebook.com/Jefferson-NY-Farmers-Market-1982994021967209/,Saturday 9am-12pm,May 23-October 10,P/M,Y,N,N,Y,42.48069,-74.6133
423,Plattsburgh Farmers' & Crafters Wed Market,Broad St and Durkee St,Plattsburgh,12901.0,Julie Baughn,NY,5188027164,http://www.facebook.com/pages/Plattsburgh-Farmers-and-Crafters-Market/121588034547095,Wednesday  10am-2pm,June 3-October 31,M,Y,N,N,Y,44.69535,-73.45226
424,Saranac Lake WINTER Farmers' Market,100 Main St,Saranac Lake,12983.0,Jacob Vennie Vollrath,NY,5182172495,http://www.ausablevalleygrangefarmersmarkets.com/,Saturday  10am-2pm,October 19-Dec19,M/X,Y,N,N,Y,44.32717,-74.13016
425,Corona Greenmarket,Roosevelt Ave and 103rd St,Corona,11368.0,Siobahn Keys,NY,2127887476,http://www.grownyc.org/greenmarket,Friday  8am-3pm,June19-November 27,M,Y,Y,N,Y,40.74994,-73.86221
426,Mount Sinai Hospital Greenmarket,East 99th St and Madison Ave,New York,10029.0,Siobahn Keys,NY,2127887476,http://www.grownyc.org/greenmarket,Wednesday  8am-5pm,June 10-November 25,M,Y,Y,N,Y,40.78918,-73.95276
427,Veggie Mobile-Ten Eyck Apts,375 Broadway,Schenectady,12305.0,Audrey Bridge,NY,5182748685,http://www.capitalroots.org,Fri 3:15pm-4pm,Year-round,YR,Y,Y,Y,Y,42.80919,-73.94511
428,Harvest Home Kings Co. Hospital Farmers' Market,511 Clarkson Ave,Brooklyn,11203.0,Maritza Owens,NY,2128283361,http://www.harvesthomefm.org,Wednesday  8am - 6pm,June 17-November 25,M,Y,Y,N,Y,40.655879999999996,-73.94245
429,Peaceful Soul Farmers' Market,11359 Southwestern Blvd,Irving,14081.0,Azalia Garlow,NY,7169037066,http://www.peacefulsoulfarmersmarket.com,Tuesday  10am-3pm,June 16-October 27,M,Y,Y,N,Y,42.57394,-79.09044
430,Fayetteville Farmers' Market,504 Burdick Street,Fayetteville,13066.0,Lacey Cashman,NY,3013351434,http://www.fayettevillefarmersmarketcny.com,Thur 12pm-6pm,May 7-October 22,P/M,Y,N,N,Y,43.027640000000005,-76.01608
431,Veggie Mobile Sprout-John S. Moore,2 Harris Avenue,Mechanicville,12118.0,Audrey Bridge,NY,5182748685,http://www.capitalroots.org,Fri 3pm-3:30pm,Year-round,YR,Y,Y,Y,Y,42.89934,-73.69122
432,Moravia Farmers' Market,130 Main St,Moravia,13118.0,Barbara Flynn,NY,3154962235,,Thursday  10am-2pm,June 4-October 29,M,Y,N,N,Y,42.71209,-76.42079
433,Inwood Greenmarket,Isham St and Seaman St,New York,10034.0,Siobahn Keys,NY,2127887476,http://www.grownyc.org/greenmarket/manhattan/inwood,Saturday  8am-3pm,Year-round,YR,Y,Y,N,Y,40.86988,-73.9209
434,Country Fresh Farmingdale Farmers' Market,361 Main St,Farmingdale,11735.0,Mary Schneider,NY,6316735844,,Sunday  10am-3pm,June 7-November 22,M,Y,N,N,Y,40.73166,-73.44566
435,Stuyvesant Town Greenmarket,1 Stuyvesant Oval,New York,10009.0,Siobahn Keys,NY,2127887476,http://www.grownyc.org/greenmarket,Sun  9:30am-4pm,May 17-December 20,P/M/X,Y,Y,N,Y,40.73146,-73.97875
436,Human Farms & Greenhouse,2853 Hess Rd,Appleton,14008.0,JoMarie Human,NY,7165312820,,Daily 9a-5p,June 1-December 31,M/X,Y,Y,N,Y,43.27537,-78.64954
437,Florida NY Farmers' Market,133 N Main Street,Florida,10921.0,Janet Picarelli,NY,8456518310,http://www.floridafarmersmarket.org,Tue 10am-4pm,June 16-Oct 27,M,Y,N,N,Y,41.33775,-74.35873000000001
438,5 Loaves Farm Stand-Delavan Ave,70 West Delevan Ave,Buffalo,14213.0,Matt Kauffman,NY,7168039241,http://5loavesfarm.org,Friday 4pm-7pm,July 1-September 31,M,Y,N,N,Y,42.9223,-78.8969
439,Hamilton Heights Green Youth Market,143rd Street and Amsterdam Ave,Manhattan,10031.0,Wendy Flores,NY,2122837044,http://brotherhood-sistersol.org/programs/environmental-program,Wed  11am-6pm,June 20-November 25,M,Y,Y,N,Y,40.82396,-73.94855
440,Rockefeller Center Thu Greenmarket,Rockefeller Plaza and West 50th St,New York,10112.0,Siobahn Keys,NY,2127887476,http://www.grownyc.org/greenmarket,Thursday  8am-5pm,July 16-August 20; Oct 1-October 22,M,Y,Y,N,Y,40.75914,-73.97873
441,Our Green Acres Farm Stand,3965 Waverly Rd,Owego,13827.0,Frank Wiles,NY,6076872874,http://www.ourgreenacres.com,Daily 11am-6pm,June 15-October 31,M,Y,N,N,Y,42.10315,-76.26335999999999
442,Old Forge Farmers' Market,Crosby Blvd and Park Ave,Old Forge,13420.0,Robin Hill,NY,3153693353,http://www.cap-21.org,Friday  1pm-5pm,June 19-October 9,M,Y,Y,Y,Y,43.70893,-74.97286
443,Ft Edward Canal St. Mktplace Farmers' Market,63 Canal Street,Fort Edward,12828.0,Peter Williams,NY,5187473237,http://www.canalstreetmarketplace.org,Thursday  4pm-7pm,June 4-September 24,M,Y,N,N,Y,43.26875,-73.58419
444,Canajoharie Farmers' Market,24 Church Street,Canajoharie,13317.0,Janet L. Stanley,NY,5186730292,http://www.canajohariefarmersmarket.com,Sunday  11am-2pm,June 9-October 11,M,Y,N,N,Y,42.90515,-74.57222
445,Voorheesville Farmers' Market,68 Maple Ave,Voorheesville,12186.0,Dianne Luci,NY,5187654536,http://www.facebook.com/VoorheesvilleFarmersMarket,Wed  3:30pm-6:30pm,June 17-September 30,M,Y,N,N,Y,42.648920000000004,-73.92990999999999
446,Curbside Market-Salvation Army (Geneva),41 North St,Geneva,14456.0,Andrea Cuzenz,NY,5854134069,http://www.foodlinkny.org,Fri 11:15am-12:30pm,July 10-December 18,M/X,Y,Y,N,Y,42.87554,-76.9801
447,Bartel-Pritchard Square Sunday Greenmarket,Prospect Park West and 14th Street,Brooklyn,11215.0,Siobahn Keys,NY,2127887476,http://www.grownyc.org/greenmarket/brooklyn/bartel-pritchard-square-wed,Sunday  9am-3pm,Year-round,YR,Y,Y,N,Y,40.660940000000004,-73.97979000000001
448,Warwick Valley Farmers' Market,South St and Bank St,Warwick,10990.0,Cheryl Rogowski,NY,8459879990,http://www.warwickvalleyfarmersmarket.org,Sunday  9am-2pm,May 10-November 22,P/M,Y,Y,N,Y,41.25656,-74.35858
449,Restoration Farm Farm Stand,140 Bethpage-Sweet Hollow Road,Old Bethpage,11804.0,Caroline Fanning,NY,7183094220,http://www.restorationfarm.com,"Saturday 10am-1pm, Tu/Th 3pm-6pm, hours change Oct 31",May 16-December 19,M/X,Y,N,N,Y,40.76181,-73.44488
450,Williamsburg Greenmarket,199 Taylor St,Brooklyn,11211.0,Siobahn Keys,NY,2127887476,http://www.grownyc.org/greenmarket,Thursday  8am-4pm,July 2-November 19,M,Y,Y,N,Y,40.70643,-73.96211
451,Nyack Farmers' Market,Main St and Franklin St,Nyack,10960.0,Pam Moskowitz,NY,8454943408,http://www.nyackchamber.org,Thursday  8am-2pm,March 5-December 17,P/M/X,Y,Y,N,Y,41.09154,-73.9216
452,Tompkins Square Greenmarket,Avenue A and East 7th St,New York,10009.0,Siobahn Keys,NY,2127887476,http://www.grownyc.org/greenmarket/manhattan/tompkins-square,Sunday  9am-5pm,Year-round,YR,Y,Y,N,Y,40.72602,-73.98353
453,Curbside Market-Maco PKG-Newark,412 Van Buren St,Newark,14513.0,Andrea Cuzenz,NY,5854134069,http://www.foodlinkny.org,Thu 3:15pm-4:15pm,July 9-December 17,M/X,Y,Y,N,Y,43.05012,-77.07939
454,Schneider's Farm Stand,316 Old Country Road,Melville,11747.0,Mary Schneider,NY,6316735844,http://www.schneidersfarmmelville.com,Daily  9am-6pm,April 23-December 24,P/M/X,Y,N,N,Y,40.80186,-73.39911
455,Woodstock Farm Festival Farmers' Market,6 Maple Ln,Woodstock,12498.0,Jessica Lunt,NY,8452420275,http://www.woodstockfarmfestival.com,Wednesday  3pm-8pm,May 27-October 7,P/M,Y,Y,N,Y,42.04018,-74.11797
456,Watt Farms Country Market,3121 Oak Orchard Rd,Albion,14411.0,Karen Watt,NY,5855898000,http://www.wattfarms.com,Daily  9am-9pm,June 1-December 25,M/X,Y,N,N,Y,43.265158,-78.192266
457,Skaneateles Farmers' Market-Thursday,One E. Austin St,Skaneateles,13152.0,Sue Murphy,NY,3157279320,http://www.townofskaneateles.com,Thurs 3:30pm-6:30pm,May 21-October 15,P/M,Y,N,N,Y,42.95089,-76.4309
458,MAP Mobile Market-Elim Fellowship,70 Chalmers Avenue,Buffalo,14214.0,Danielle Rovillo,NY,7168825327,http://www.mass-ave.org,Wednesday 11am-1pm,June 6-October 29,M,Y,Y,N,Y,42.93779,-78.83581
459,Godfrey's Last Stand Farm Stand,1232 State Route 264,Phoenix,13135.0,Roberta and Josephine Godfrey,NY,3155937291,http://www.facebook.com/Godfreys-Last-Stand-146264062067804/,Daily  11am-5pm,May 1-December 23,P/M,Y,Y,N,Y,43.31155,-76.29001
460,Vienna Farmers' Market,7812 State Rte 13,Blossvale,13471.0,Jessica Johnson-Travers,NY,3158866824,http://www.vfm-ny.com,Thursday 3pm-6:30pm,May 21-October 1,M,Y,Y,N,Y,43.24004,-75.70196
461,Eisenhower Park Farm Stand,Stewart @ Merrick Ave.,East Meadow,11554.0,Jane Kraus,NY,5168322591,http://ccenassau.org,Saturday 10am-1pm,July 18-October 17,M,Y,N,N,Y,40.73687,-73.58301
462,Red Fox Farm Farm Stand,1725 Brentwood Rd,Brentwood,11717.0,Ernest Herrington,NY,6312770159,http://www.redfoxfarmfarm,Thu/Sat 9am-5pm,May 30-October 31,M,Y,N,N,Y,40.77235,-73.24614
463,Clinton Bailey Fri Farmers' Market,Bailey Ave and Clinton St,Buffalo,14206.0,Sharon Baldi,NY,7162080003,http://www.clintonbaileymarket.com,Friday 7am-6pm,May 2-October 31,P/M,N,Y,N,Y,42.87206,-78.81997
464,Veggie Mobile Sprout-St. Sophia Church,440 Whitehall Road,Albany,12208.0,Audrey Bridge,NY,5182748685,http://www.capitalroots.org,Wed 12:40pm-1pm,Year-round,YR,Y,Y,Y,Y,42.65197,-73.81477
465,Saint George Greenmarket,St Marks Pl and Hyatt St,Staten Island,10301.0,Siobahn Keys,NY,2127887476,http://www.grownyc.org/greenmarket/staten-island/saint-george,Saturday  9am-1pm,Year-round,YR,Y,Y,N,Y,40.64159,-74.07791
466,Kingston Farmers' Market,Wall St and John St,Kingston,12401.0,Laura Crimmins,NY,6462624672,http://www.kingstonfarmersmarket.org,Saturday  9am-2pm,May 9-November 21,P/M,Y,Y,Y,Y,41.933840000000004,-74.01968000000001
467,Colwell's Farm Stand and Garden Center,6007 State Route 12,Glenfield,13343.0,Michael Colwell,NY,3153767402,http://www.colwellsfarmmarket.com,Daily 9am-6pm,April 1-December 20,P/M/X,Y,Y,N,Y,43.71844,-75.41148000000001
